task,worker,label,gt
t479,w716,1,5
t112,w448,5,5
t1018,w764,5,5
t993,w210,3,3
t364,w614,5,5
t481,w54,4,5
t752,w610,3,3
t559,w489,3,1
t913,w585,3,3
t579,w770,4,3
t534,w731,5,5
t259,w355,3,3
t603,w247,3,3
t754,w79,1,5
t868,w70,3,5
t399,w713,5,5
t372,w642,2,3
t406,w480,3,3
t619,w693,3,3
t714,w118,3,3
t899,w833,5,5
t206,w387,4,4
t267,w752,4,4
t86,w420,3,3
t131,w578,3,3
t366,w475,3,3
t128,w481,3,3
t777,w535,5,5
t761,w478,3,3
t16,w399,3,3
t596,w275,3,3
t421,w183,5,5
t113,w280,5,5
t778,w710,3,3
t937,w83,3,5
t413,w630,2,3
t141,w233,3,5
t278,w224,3,3
t154,w276,5,5
t183,w576,4,4
t515,w664,2,3
t486,w697,2,2
t217,w795,3,5
t970,w553,3,3
t178,w585,3,1
t1045,w594,3,3
t434,w641,5,1
t71,w266,3,3
t645,w87,3,3
t714,w161,3,3
t699,w760,2,3
t814,w141,5,5
t556,w681,3,3
t744,w645,5,5
t755,w50,1,1
t469,w244,5,5
t387,w505,2,2
t62,w405,1,5
t388,w174,3,3
t745,w369,5,5
t794,w796,3,5
t991,w494,5,5
t862,w335,2,3
t132,w702,3,3
t496,w138,5,4
t701,w690,5,5
t302,w159,5,5
t705,w595,3,3
t687,w680,3,5
t559,w204,4,1
t1036,w41,3,3
t766,w653,5,5
t16,w831,3,3
t612,w375,5,5
t182,w246,5,5
t892,w390,4,4
t251,w570,1,4
t995,w210,3,3
t100,w291,3,3
t411,w407,1,3
t106,w84,5,5
t801,w103,1,3
t363,w132,4,4
t95,w745,3,3
t546,w798,5,5
t64,w367,5,5
t569,w93,3,3
t471,w58,3,5
t630,w721,2,3
t1037,w210,3,3
t1039,w396,1,1
t396,w54,1,3
t407,w760,5,3
t929,w276,3,3
t445,w352,3,3
t330,w429,3,3
t531,w370,5,5
t854,w68,5,5
t690,w239,5,1
t654,w754,3,3
t176,w64,5,5
t254,w664,3,3
t357,w43,4,5
t664,w775,3,3
t450,w684,3,3
t729,w13,3,3
t749,w659,3,3
t395,w144,5,5
t814,w37,4,5
t27,w661,3,3
t176,w833,5,5
t662,w216,5,5
t712,w323,5,5
t810,w530,5,5
t34,w149,3,3
t107,w608,5,5
t855,w297,3,3
t230,w584,3,3
t728,w188,3,4
t546,w435,5,5
t406,w206,3,3
t292,w88,3,3
t415,w544,3,3
t212,w767,3,3
t873,w420,3,3
t761,w629,3,3
t7,w471,3,3
t879,w300,5,5
t680,w34,3,3
t346,w347,3,3
t62,w258,3,5
t470,w654,3,3
t203,w244,3,3
t427,w198,3,3
t969,w448,3,3
t926,w108,3,5
t714,w517,3,3
t465,w458,5,5
t392,w513,5,5
t48,w146,5,5
t808,w50,3,3
t413,w461,2,3
t726,w519,3,3
t971,w609,4,3
t605,w478,5,5
t357,w187,1,5
t349,w11,3,3
t594,w624,3,3
t542,w549,5,5
t535,w523,5,5
t840,w548,3,1
t128,w60,2,3
t507,w801,1,3
t481,w406,5,5
t169,w762,3,3
t994,w434,3,1
t816,w352,3,3
t650,w733,2,2
t592,w316,1,3
t368,w483,3,3
t674,w288,4,4
t330,w580,3,3
t356,w62,1,3
t7,w299,3,3
t376,w810,3,3
t607,w622,5,5
t228,w615,3,3
t210,w748,4,4
t118,w621,3,3
t523,w209,3,3
t785,w41,5,1
t109,w813,3,3
t230,w489,3,3
t818,w780,5,5
t917,w410,1,3
t1006,w533,5,5
t385,w384,5,1
t568,w270,3,2
t97,w616,3,3
t751,w418,3,3
t784,w520,5,5
t13,w833,3,3
t7,w242,3,3
t1041,w107,5,3
t929,w131,3,3
t288,w707,3,3
t966,w182,3,3
t135,w571,2,3
t987,w307,3,3
t426,w90,5,5
t393,w633,5,5
t842,w37,1,1
t311,w704,5,5
t668,w352,3,3
t55,w200,3,3
t500,w741,3,3
t866,w550,3,3
t481,w775,5,5
t608,w638,2,3
t874,w344,5,5
t766,w813,5,5
t150,w195,1,3
t350,w380,3,3
t592,w557,3,3
t56,w38,5,4
t37,w26,3,3
t582,w787,3,3
t787,w421,3,3
t251,w54,5,4
t184,w338,5,5
t832,w284,3,3
t910,w279,3,3
t245,w396,5,5
t103,w115,4,5
t46,w512,3,2
t170,w116,5,5
t15,w361,1,1
t436,w821,3,3
t485,w385,3,3
t43,w499,3,3
t960,w342,1,1
t720,w664,5,5
t534,w219,5,5
t377,w111,3,3
t519,w87,3,3
t231,w277,1,3
t535,w751,5,5
t64,w39,1,5
t946,w237,1,5
t271,w366,5,5
t774,w54,5,5
t406,w316,3,3
t27,w278,3,3
t245,w238,5,5
t218,w166,5,5
t1010,w334,5,5
t287,w330,3,3
t559,w561,5,1
t841,w713,5,5
t455,w643,3,3
t545,w50,5,5
t14,w296,3,5
t409,w511,1,3
t1019,w583,5,5
t203,w102,3,3
t377,w519,3,3
t75,w288,3,3
t169,w536,3,3
t923,w59,3,3
t387,w67,2,2
t634,w129,3,3
t833,w37,3,3
t55,w178,3,3
t991,w500,5,5
t625,w817,5,5
t359,w774,2,3
t184,w507,3,5
t81,w253,5,5
t337,w92,3,3
t719,w430,3,3
t962,w266,3,3
t368,w534,1,3
t286,w31,2,2
t258,w63,5,5
t416,w645,3,5
t1022,w630,5,5
t95,w73,3,3
t154,w498,5,5
t257,w738,3,5
t902,w690,3,3
t859,w152,5,5
t726,w704,3,3
t959,w737,4,4
t269,w539,2,2
t224,w624,1,1
t889,w782,4,5
t163,w792,3,3
t894,w530,4,3
t406,w590,3,3
t357,w750,4,5
t603,w311,3,3
t401,w475,1,1
t599,w77,2,3
t499,w21,3,3
t650,w38,3,2
t556,w123,3,3
t536,w711,5,5
t984,w63,1,1
t363,w376,4,4
t110,w605,3,2
t242,w813,5,5
t116,w832,3,3
t796,w3,3,3
t148,w720,3,3
t100,w568,3,3
t210,w720,5,4
t525,w254,3,3
t290,w18,5,3
t35,w651,5,5
t974,w480,3,3
t249,w433,1,3
t990,w57,5,5
t99,w592,3,3
t784,w200,5,5
t1043,w483,2,3
t980,w457,5,5
t670,w613,3,3
t909,w607,4,5
t783,w639,5,3
t115,w187,3,1
t319,w346,3,3
t340,w90,3,3
t695,w687,2,2
t664,w439,3,3
t414,w617,3,3
t472,w70,3,3
t52,w612,5,5
t816,w681,3,3
t582,w68,3,3
t965,w547,3,3
t906,w498,5,5
t310,w632,1,1
t329,w764,3,3
t169,w492,3,3
t527,w684,3,3
t1034,w816,3,3
t808,w11,2,3
t58,w679,3,3
t947,w226,3,5
t146,w492,3,3
t973,w497,5,5
t629,w613,3,3
t2,w825,3,3
t366,w102,3,3
t813,w788,3,3
t429,w90,3,3
t47,w492,3,3
t857,w126,3,3
t494,w651,3,3
t164,w714,3,3
t561,w580,1,1
t706,w594,1,3
t88,w399,3,2
t836,w14,3,3
t277,w597,3,4
t62,w427,3,5
t370,w499,3,3
t823,w306,3,3
t743,w130,3,3
t1049,w406,5,5
t29,w37,1,3
t9,w140,3,3
t291,w195,5,5
t1000,w87,1,3
t30,w830,3,3
t11,w510,1,3
t262,w372,5,1
t917,w480,3,3
t831,w674,3,3
t328,w482,3,1
t694,w494,2,3
t1004,w240,3,3
t777,w801,5,5
t388,w195,3,3
t141,w543,5,5
t833,w743,3,3
t36,w336,5,5
t490,w779,4,4
t996,w310,2,3
t603,w463,3,3
t356,w751,5,3
t85,w477,1,1
t961,w720,5,5
t84,w795,3,3
t467,w529,5,5
t851,w45,3,3
t364,w316,5,5
t857,w105,3,3
t0,w75,2,2
t653,w670,4,4
t210,w549,5,4
t925,w645,3,1
t557,w795,1,1
t300,w763,3,3
t205,w263,1,3
t894,w746,3,3
t181,w149,3,3
t741,w491,3,3
t1022,w610,5,5
t691,w722,5,5
t603,w106,3,3
t901,w433,3,3
t618,w88,1,3
t818,w104,1,5
t7,w669,3,3
t264,w313,5,5
t722,w385,3,3
t316,w607,2,3
t837,w503,3,3
t1047,w70,3,3
t42,w382,3,3
t542,w511,4,5
t323,w429,5,5
t643,w568,5,5
t96,w73,3,3
t278,w447,3,3
t620,w315,3,3
t806,w30,5,5
t156,w607,3,3
t538,w744,5,5
t90,w41,3,3
t162,w722,3,3
t293,w677,5,5
t794,w253,5,5
t585,w657,5,5
t206,w826,4,4
t31,w185,5,5
t916,w458,1,5
t709,w773,5,5
t369,w299,3,3
t658,w568,3,3
t207,w568,3,3
t70,w291,3,3
t901,w360,2,3
t267,w742,4,4
t436,w643,3,3
t163,w614,3,3
t859,w695,5,5
t140,w664,1,3
t208,w502,5,5
t925,w209,1,1
t446,w195,1,5
t620,w735,3,3
t764,w328,3,3
t213,w6,3,1
t893,w420,2,3
t788,w396,3,3
t499,w15,3,3
t936,w527,1,1
t794,w113,1,5
t688,w257,3,3
t919,w148,5,5
t916,w597,5,5
t530,w549,5,4
t191,w243,3,3
t833,w19,3,3
t224,w772,3,1
t1049,w233,5,5
t172,w316,5,5
t11,w427,1,3
t53,w5,3,3
t1026,w807,1,1
t653,w776,1,4
t714,w81,3,3
t919,w566,5,5
t304,w387,3,3
t963,w260,5,5
t250,w181,5,5
t990,w46,5,5
t57,w394,3,3
t925,w236,1,1
t873,w124,3,3
t162,w414,3,3
t757,w5,2,2
t592,w358,1,3
t500,w647,1,3
t448,w748,3,3
t82,w664,2,2
t1006,w104,5,5
t577,w514,3,3
t59,w422,5,4
t873,w367,3,3
t110,w12,2,2
t435,w470,3,3
t278,w316,3,3
t476,w504,5,5
t40,w527,5,5
t1002,w280,2,3
t697,w801,3,3
t93,w46,3,3
t543,w757,3,3
t1008,w429,3,3
t808,w3,3,3
t776,w272,3,3
t5,w440,5,5
t759,w236,5,5
t198,w775,3,3
t762,w688,2,2
t904,w180,3,3
t476,w619,5,5
t298,w389,5,5
t906,w644,5,5
t189,w60,3,1
t560,w31,4,2
t124,w453,1,1
t629,w529,3,3
t554,w795,1,1
t188,w332,5,5
t938,w789,3,3
t255,w59,3,3
t822,w359,5,5
t504,w518,3,3
t261,w826,5,4
t914,w55,2,3
t653,w677,3,4
t199,w124,3,3
t128,w316,2,3
t196,w505,3,3
t262,w478,5,1
t383,w802,3,3
t660,w516,3,3
t58,w497,3,3
t949,w608,1,3
t44,w127,3,3
t1014,w467,3,3
t292,w636,3,3
t92,w375,3,3
t304,w666,3,3
t673,w235,5,5
t208,w549,5,5
t478,w700,4,3
t516,w508,3,3
t604,w204,1,1
t928,w442,3,3
t821,w101,5,5
t978,w20,3,2
t601,w517,3,3
t831,w791,3,3
t240,w394,3,3
t725,w645,3,3
t382,w87,3,1
t930,w734,3,3
t400,w423,4,4
t208,w401,5,5
t736,w715,5,4
t87,w307,3,3
t829,w684,3,3
t563,w33,3,3
t773,w542,1,3
t29,w515,1,3
t570,w148,3,3
t805,w126,3,2
t976,w14,4,4
t41,w785,5,5
t277,w91,4,4
t525,w169,3,3
t386,w396,1,3
t942,w236,5,5
t829,w683,3,3
t22,w341,3,2
t328,w305,1,1
t249,w27,3,3
t249,w698,3,3
t782,w66,3,3
t984,w420,3,1
t1026,w274,1,1
t303,w323,1,1
t102,w811,5,5
t753,w476,4,5
t933,w155,5,5
t729,w226,3,3
t139,w122,5,5
t395,w603,4,5
t364,w358,5,5
t326,w717,3,3
t139,w765,5,5
t253,w199,3,3
t43,w22,3,3
t180,w554,3,5
t970,w366,3,3
t16,w194,3,3
t450,w364,3,3
t542,w502,3,5
t679,w511,1,3
t910,w810,3,3
t899,w64,5,5
t59,w7,4,4
t736,w553,4,4
t137,w508,3,3
t468,w606,3,3
t811,w805,5,5
t393,w380,5,5
t674,w240,4,4
t37,w705,1,3
t28,w648,5,5
t701,w98,5,5
t634,w373,3,3
t230,w505,1,3
t757,w110,2,2
t943,w804,1,1
t723,w272,3,3
t487,w669,5,5
t913,w663,3,3
t366,w332,3,3
t1019,w213,5,5
t260,w459,1,3
t679,w115,3,3
t4,w157,3,3
t930,w546,3,3
t434,w665,3,1
t1027,w556,3,3
t712,w359,5,5
t528,w491,3,3
t701,w798,5,5
t534,w101,5,5
t837,w776,3,3
t695,w484,2,2
t568,w720,2,2
t518,w834,3,3
t400,w8,3,4
t773,w427,1,3
t766,w37,5,5
t237,w764,3,3
t89,w338,5,4
t273,w54,3,3
t731,w762,3,3
t838,w741,3,3
t792,w361,3,3
t1015,w9,4,4
t818,w194,1,5
t863,w521,2,3
t897,w808,3,3
t91,w157,3,3
t40,w502,5,5
t709,w708,5,5
t742,w161,5,5
t374,w517,3,3
t982,w504,3,3
t87,w778,3,3
t30,w236,3,3
t122,w222,3,3
t270,w767,5,3
t778,w483,3,3
t463,w532,3,3
t310,w260,3,1
t523,w236,3,3
t1026,w353,3,1
t104,w54,3,3
t388,w788,3,3
t212,w664,3,3
t928,w495,3,3
t924,w423,2,3
t1033,w663,3,3
t303,w593,1,1
t281,w110,4,5
t102,w366,5,5
t821,w695,5,5
t46,w248,2,2
t664,w784,3,3
t905,w123,3,3
t210,w550,5,4
t434,w261,3,1
t881,w159,3,3
t750,w514,1,3
t105,w782,3,3
t947,w58,3,5
t210,w143,4,4
t276,w117,3,3
t1001,w398,3,3
t819,w244,2,3
t84,w255,3,3
t1006,w497,5,5
t30,w253,3,3
t147,w169,5,5
t901,w154,3,3
t882,w89,5,5
t1006,w529,5,5
t403,w132,3,3
t165,w256,5,5
t435,w511,3,3
t229,w159,3,3
t818,w118,5,5
t658,w438,3,3
t845,w54,5,4
t403,w130,3,3
t794,w608,3,5
t997,w652,5,5
t861,w410,3,3
t832,w281,3,3
t559,w480,5,1
t454,w640,3,3
t645,w702,2,3
t699,w777,3,3
t455,w438,3,3
t891,w530,3,3
t908,w532,3,3
t270,w634,3,3
t603,w154,3,3
t911,w197,5,1
t503,w442,3,3
t231,w482,1,3
t287,w286,3,3
t163,w177,3,3
t969,w450,3,3
t774,w744,5,5
t537,w60,4,4
t1027,w492,3,3
t761,w262,3,3
t500,w631,1,3
t970,w497,3,3
t834,w230,5,5
t657,w39,5,5
t249,w763,3,3
t227,w453,2,2
t73,w520,5,4
t161,w523,3,3
t300,w713,3,3
t804,w298,3,3
t415,w250,1,3
t221,w54,3,3
t27,w119,3,3
t749,w579,1,3
t402,w478,3,3
t225,w188,3,3
t106,w425,5,5
t129,w520,5,5
t977,w4,3,3
t579,w733,3,3
t412,w730,1,3
t270,w479,3,3
t1001,w237,3,3
t188,w589,5,5
t570,w459,3,3
t585,w493,5,5
t482,w700,1,5
t767,w169,3,3
t89,w644,5,4
t446,w578,1,5
t878,w431,3,3
t395,w266,5,5
t230,w148,3,3
t450,w482,3,3
t720,w789,2,5
t622,w10,4,4
t603,w680,3,3
t16,w221,3,3
t368,w635,3,3
t125,w381,3,3
t155,w799,5,4
t536,w414,5,5
t231,w258,1,3
t473,w567,5,5
t818,w148,1,5
t968,w707,5,5
t929,w498,3,3
t444,w87,4,1
t415,w259,3,3
t726,w10,3,3
t634,w480,3,3
t91,w834,3,3
t756,w643,3,3
t599,w380,3,3
t692,w172,3,3
t729,w604,3,3
t605,w337,5,5
t882,w493,5,5
t555,w609,5,5
t617,w794,5,5
t775,w647,3,3
t733,w323,1,5
t706,w579,3,3
t1003,w60,3,3
t742,w236,5,5
t595,w579,5,5
t716,w745,1,3
t519,w58,3,3
t180,w457,3,5
t218,w432,5,5
t591,w327,1,5
t93,w385,3,3
t129,w557,5,5
t920,w755,5,5
t1006,w660,5,5
t26,w204,5,5
t967,w814,5,5
t44,w57,3,3
t319,w813,3,3
t435,w40,3,3
t251,w564,1,4
t492,w403,3,3
t738,w526,3,3
t768,w824,4,4
t501,w293,3,3
t1009,w534,1,5
t253,w304,2,3
t49,w499,3,3
t538,w95,5,5
t553,w754,5,5
t155,w717,4,4
t817,w610,3,3
t415,w482,3,3
t995,w540,3,3
t381,w333,3,1
t194,w267,3,3
t919,w387,5,5
t557,w545,3,1
t428,w234,3,3
t521,w639,5,5
t138,w779,3,3
t769,w690,3,3
t147,w10,4,5
t754,w794,2,5
t878,w755,3,3
t695,w60,2,2
t936,w365,1,1
t24,w527,5,5
t270,w543,3,3
t894,w600,4,3
t876,w833,3,1
t180,w705,3,5
t150,w327,1,3
t497,w621,5,5
t969,w417,3,3
t692,w742,1,3
t530,w264,4,4
t749,w684,3,3
t225,w334,3,3
t649,w332,2,3
t88,w170,3,2
t560,w618,3,2
t206,w37,4,4
t501,w352,3,3
t260,w453,1,3
t393,w451,5,5
t1006,w513,5,5
t910,w84,3,3
t16,w204,3,3
t426,w256,5,5
t943,w824,5,1
t1006,w519,5,5
t665,w659,5,5
t679,w360,1,3
t24,w695,5,5
t684,w619,1,1
t633,w760,3,3
t894,w318,4,3
t835,w611,3,3
t220,w743,3,3
t413,w117,2,3
t183,w657,4,4
t634,w213,3,3
t694,w371,3,3
t167,w28,3,3
t53,w80,3,3
t878,w234,3,3
t994,w659,3,1
t264,w582,5,5
t565,w108,3,5
t592,w214,3,3
t3,w278,1,3
t131,w607,3,3
t766,w290,3,5
t260,w26,5,3
t882,w222,5,5
t564,w575,3,3
t192,w244,1,5
t42,w220,3,3
t857,w125,3,3
t696,w174,3,3
t896,w795,3,3
t1034,w807,3,3
t554,w607,5,1
t453,w693,3,3
t97,w461,1,3
t639,w725,1,1
t847,w721,3,3
t605,w703,5,5
t421,w625,5,5
t461,w793,3,3
t380,w54,4,4
t197,w252,3,3
t862,w524,2,3
t83,w219,3,3
t140,w322,1,3
t356,w523,1,3
t505,w588,2,4
t901,w796,3,3
t947,w63,3,5
t692,w767,3,3
t1008,w755,3,3
t471,w747,5,5
t91,w626,3,3
t242,w745,5,5
t278,w558,3,3
t777,w772,5,5
t692,w772,3,3
t364,w763,5,5
t1044,w82,3,3
t859,w488,5,5
t489,w200,3,3
t323,w159,5,5
t887,w493,3,3
t883,w200,1,5
t397,w410,3,3
t1051,w682,2,3
t347,w63,5,5
t945,w553,2,3
t766,w541,5,5
t467,w271,5,5
t268,w511,5,5
t517,w461,5,5
t125,w739,3,3
t11,w305,1,3
t550,w282,5,5
t141,w95,5,5
t216,w590,5,5
t189,w413,1,1
t879,w276,5,5
t729,w271,3,3
t216,w547,5,5
t811,w826,5,5
t15,w666,3,1
t881,w425,3,3
t920,w3,5,5
t832,w325,1,3
t871,w120,4,5
t805,w478,2,2
t981,w27,3,3
t292,w342,3,3
t385,w480,2,1
t350,w82,3,3
t903,w116,4,4
t643,w567,5,5
t815,w788,3,3
t528,w171,3,3
t910,w260,3,3
t288,w585,3,3
t836,w420,3,3
t806,w276,5,5
t393,w659,5,5
t455,w83,3,3
t645,w628,2,3
t811,w262,1,5
t450,w709,3,3
t980,w352,5,5
t1,w680,3,3
t328,w394,3,1
t494,w632,3,3
t962,w704,3,3
t20,w195,2,2
t18,w362,3,3
t988,w239,3,3
t673,w758,5,5
t602,w701,5,5
t535,w518,5,5
t211,w701,1,3
t130,w658,5,5
t430,w275,3,3
t807,w795,3,3
t430,w248,2,3
t182,w744,5,5
t424,w507,3,3
t312,w430,3,3
t2,w627,3,3
t838,w672,3,3
t702,w450,5,5
t237,w263,3,3
t119,w764,4,5
t764,w486,1,3
t405,w236,5,3
t862,w560,2,3
t794,w492,3,5
t55,w365,3,3
t262,w230,5,1
t595,w494,5,5
t842,w324,1,1
t343,w199,5,5
t679,w519,1,3
t227,w429,2,2
t140,w200,3,3
t696,w486,3,3
t550,w305,4,5
t958,w155,1,1
t617,w642,5,5
t805,w118,3,2
t839,w217,3,3
t737,w30,2,2
t268,w344,5,5
t960,w190,1,1
t349,w415,3,3
t336,w662,5,3
t963,w299,5,5
t964,w623,5,5
t96,w749,3,3
t354,w378,5,4
t249,w81,1,3
t650,w688,2,2
t563,w137,3,3
t218,w530,5,5
t813,w241,3,3
t489,w695,3,3
t261,w212,5,4
t105,w649,3,3
t623,w182,3,3
t825,w537,3,3
t822,w600,5,5
t85,w594,1,1
t721,w205,5,5
t866,w800,3,3
t130,w489,5,5
t1000,w830,1,3
t609,w420,5,5
t368,w494,1,3
t586,w302,3,1
t67,w144,5,5
t859,w758,5,5
t988,w519,3,3
t399,w323,5,5
t512,w697,3,3
t737,w126,3,2
t840,w743,1,1
t632,w312,5,5
t453,w810,3,3
t601,w790,3,3
t919,w236,4,5
t1039,w48,3,1
t467,w424,5,5
t823,w482,3,3
t1018,w331,4,5
t761,w720,3,3
t467,w489,5,5
t198,w411,3,3
t88,w763,3,2
t742,w388,5,5
t729,w680,3,3
t312,w203,3,3
t273,w404,3,3
t911,w505,1,1
t762,w142,3,2
t202,w300,5,5
t487,w494,5,5
t302,w286,5,5
t577,w462,3,3
t1007,w308,3,3
t435,w173,3,3
t569,w639,2,3
t1043,w802,3,3
t145,w731,2,2
t759,w294,5,5
t917,w65,3,3
t372,w68,2,3
t679,w103,1,3
t538,w203,5,5
t478,w681,5,3
t846,w432,5,4
t949,w103,1,3
t204,w121,3,3
t106,w471,5,5
t273,w667,3,3
t438,w660,3,3
t910,w187,3,3
t336,w420,1,3
t608,w686,2,3
t64,w338,3,5
t301,w735,2,2
t311,w345,5,5
t361,w434,3,3
t883,w565,5,5
t281,w519,5,5
t811,w795,5,5
t12,w513,3,1
t52,w3,5,5
t401,w575,3,1
t119,w99,5,5
t11,w268,1,3
t216,w442,5,5
t499,w701,3,3
t304,w205,3,3
t608,w710,3,3
t239,w407,3,3
t99,w90,3,3
t374,w664,3,3
t189,w465,1,1
t561,w456,5,1
t152,w237,5,5
t714,w104,3,3
t111,w498,3,3
t509,w195,2,4
t55,w370,3,3
t803,w373,3,3
t1035,w429,3,3
t647,w453,3,3
t749,w633,3,3
t996,w171,3,3
t605,w696,5,5
t751,w300,3,3
t777,w526,5,5
t724,w786,5,5
t794,w433,3,5
t230,w442,3,3
t417,w261,3,3
t357,w797,3,5
t585,w706,1,5
t357,w710,1,5
t967,w631,5,5
t46,w176,2,2
t302,w739,5,5
t217,w212,4,5
t270,w559,1,3
t1043,w373,2,3
t1019,w118,5,5
t327,w55,3,3
t680,w325,3,3
t302,w657,5,5
t211,w180,3,3
t258,w486,5,5
t918,w622,3,3
t792,w376,3,3
t164,w244,2,3
t9,w740,3,3
t427,w713,3,3
t691,w431,5,5
t883,w489,1,5
t113,w518,4,5
t11,w577,3,3
t294,w496,3,3
t766,w103,3,5
t1027,w471,3,3
t369,w243,3,3
t210,w344,5,4
t96,w54,3,3
t346,w748,3,3
t212,w720,3,3
t624,w698,1,3
t618,w201,1,3
t647,w266,3,3
t136,w682,3,3
t901,w447,2,3
t289,w791,3,3
t316,w255,3,3
t212,w277,3,3
t196,w508,3,3
t245,w508,5,5
t53,w779,3,3
t368,w525,3,3
t692,w828,3,3
t692,w728,3,3
t696,w154,3,3
t389,w473,3,3
t13,w512,3,3
t1006,w387,5,5
t443,w152,5,3
t802,w371,5,5
t282,w657,4,4
t396,w703,1,3
t600,w314,4,4
t346,w59,3,3
t104,w605,3,3
t57,w277,3,3
t877,w452,3,3
t480,w802,1,1
t758,w357,1,1
t419,w120,2,2
t43,w206,3,3
t387,w542,2,2
t304,w744,3,3
t415,w569,1,3
t468,w391,3,3
t65,w92,3,3
t557,w539,3,1
t324,w727,3,3
t829,w575,3,3
t426,w355,5,5
t379,w220,5,5
t753,w192,5,5
t367,w341,3,3
t780,w413,3,3
t1028,w787,2,2
t641,w232,5,5
t443,w417,1,3
t677,w385,1,1
t1031,w236,4,5
t636,w304,1,3
t1022,w347,5,5
t976,w413,4,4
t141,w301,5,5
t612,w171,5,5
t47,w761,3,3
t602,w15,5,5
t462,w587,1,3
t1034,w263,3,3
t586,w85,1,1
t583,w705,5,5
t487,w556,5,5
t51,w201,5,5
t385,w388,1,1
t601,w163,3,3
t37,w611,1,3
t801,w51,5,3
t1030,w662,3,3
t26,w569,5,5
t1035,w525,3,3
t55,w450,3,3
t537,w435,4,4
t541,w372,3,5
t438,w698,3,3
t188,w795,5,5
t519,w641,3,3
t454,w92,3,3
t598,w645,1,3
t873,w664,3,3
t916,w819,3,5
t434,w628,5,1
t125,w494,3,3
t245,w103,5,5
t193,w701,5,5
t28,w135,5,5
t420,w319,3,3
t879,w738,5,5
t260,w333,3,3
t624,w635,3,3
t41,w619,5,5
t939,w720,3,3
t879,w594,5,5
t397,w830,3,3
t211,w174,1,3
t656,w6,5,5
t500,w799,3,3
t927,w597,5,5
t228,w548,3,3
t390,w559,2,3
t429,w760,1,3
t438,w187,3,3
t881,w312,3,3
t734,w476,5,5
t155,w289,4,4
t660,w188,3,3
t435,w787,3,3
t14,w171,3,5
t1015,w204,4,4
t33,w715,5,5
t169,w0,3,3
t525,w439,3,3
t354,w120,4,4
t992,w649,5,5
t454,w313,3,3
t287,w602,3,3
t141,w212,5,5
t742,w635,5,5
t841,w419,5,5
t793,w20,3,3
t128,w664,3,3
t645,w69,2,3
t436,w441,3,3
t57,w183,3,3
t270,w54,3,3
t338,w591,3,2
t790,w758,3,3
t374,w686,3,3
t426,w160,5,5
t163,w787,3,3
t1044,w363,3,3
t917,w443,3,3
t789,w256,3,3
t375,w72,5,5
t250,w598,5,5
t679,w828,5,3
t607,w127,5,5
t861,w689,3,3
t714,w578,3,3
t357,w429,4,5
t32,w78,5,5
t701,w124,1,5
t883,w39,1,5
t575,w594,2,3
t870,w540,5,5
t576,w457,3,3
t330,w478,3,3
t559,w292,4,1
t559,w104,4,1
t135,w671,2,3
t581,w236,3,3
t244,w422,3,3
t557,w137,1,1
t642,w454,4,4
t535,w548,3,5
t188,w174,5,5
t870,w721,5,5
t278,w29,3,3
t805,w194,3,2
t562,w390,3,3
t304,w478,3,3
t419,w283,2,2
t592,w39,1,3
t1024,w375,4,4
t298,w731,5,5
t165,w37,5,5
t1015,w282,4,4
t717,w536,2,3
t115,w204,1,1
t604,w715,4,1
t1020,w451,5,5
t370,w154,3,3
t417,w423,3,3
t0,w330,2,2
t223,w228,5,4
t325,w296,3,3
t946,w256,1,5
t370,w563,1,3
t286,w44,2,2
t132,w108,3,3
t192,w296,5,5
t585,w444,5,5
t193,w589,5,5
t470,w57,3,3
t285,w413,5,5
t784,w309,5,5
t320,w299,3,3
t427,w359,3,3
t329,w453,3,3
t1030,w413,3,3
t187,w707,2,3
t208,w499,5,5
t794,w269,1,5
t992,w18,5,5
t163,w253,3,3
t228,w136,3,3
t909,w469,5,5
t967,w419,5,5
t686,w765,3,3
t337,w829,2,3
t705,w154,3,3
t491,w385,5,5
t107,w639,3,5
t487,w723,5,5
t349,w406,3,3
t865,w84,3,3
t900,w220,2,2
t782,w190,3,3
t26,w579,5,5
t354,w788,4,4
t974,w200,3,3
t364,w533,3,5
t583,w715,5,5
t369,w18,3,3
t266,w798,5,5
t115,w614,1,1
t947,w57,3,5
t935,w214,5,5
t714,w456,3,3
t89,w819,4,4
t381,w611,5,1
t270,w790,1,3
t1036,w702,3,3
t806,w256,5,5
t350,w427,3,3
t737,w514,2,2
t275,w205,3,3
t959,w70,5,4
t785,w494,5,1
t847,w110,3,3
t338,w313,2,2
t103,w594,5,5
t89,w552,5,4
t830,w800,3,3
t382,w830,3,1
t314,w579,2,2
t390,w730,2,3
t1030,w373,3,3
t1022,w502,5,5
t735,w323,3,3
t608,w357,3,3
t293,w316,5,5
t10,w207,3,3
t661,w391,5,3
t519,w287,3,3
t148,w811,3,3
t957,w412,5,5
t624,w292,5,3
t618,w241,3,3
t913,w36,3,3
t825,w609,3,3
t272,w598,3,3
t856,w406,1,3
t37,w715,1,3
t976,w142,4,4
t841,w10,5,5
t721,w337,5,5
t54,w126,5,3
t395,w688,4,5
t877,w695,3,3
t729,w103,3,3
t542,w449,1,5
t276,w344,3,3
t679,w373,3,3
t794,w311,1,5
t216,w772,5,5
t1043,w200,3,3
t965,w534,1,3
t1032,w289,1,5
t960,w303,1,1
t280,w391,3,3
