task,worker,label,gt
1351361660339040256,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1214013637733470208,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,4,4
1348143808303702016,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,5,3
1316725390547791872,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1316620623238459392,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1268834466413199360,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,4,4
1349528650530643968,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1302498320364064768,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,4
1343407673304354816,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1288139827578376192,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1288665114481012736,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1347265743889588224,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1274042464962314240,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,4,4
1285755702695415808,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,3
1347154429057900544,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1349725960799719424,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1266086792433766400,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,0
1347957281833545728,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,3
1321507504392704000,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1334140773902770176,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1317541551099269120,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,4,4
1341590193631969280,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1259842719851048960,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,4
1237588681461911552,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1347833160634085376,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1263166633888976896,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,5,4
1281659152046198784,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,4,4
1338324204857434112,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,4
1352607405486596096,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,4
1321682723480678400,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1347845541921607680,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1265415545882505216,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1288584560981278720,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,4,4
1349906671116627968,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1334399702549188608,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1349367001563725824,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1327269865481265152,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1341913771191791616,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1321490301484208128,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1347767181019381760,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1332767121433112576,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1351522011974086656,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,4,4
1265985138883809280,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1227231575445843968,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1336710160610365440,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,0
1353556388086231040,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1270076503263531008,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,4,4
1358225597231755264,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,4
1296236431371837440,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,4
1373860310008926208,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1293852305482293248,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,3,3
1349901915677593600,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1265843388894580736,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1315783368622080000,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1336754217516613632,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1327827666678910976,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,3
1325202306552324096,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1292924682010628096,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1266158945707495424,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,4
1312897334762643456,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,4,4
1322490284727566336,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,0
1351352672423731200,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1376253888551124992,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,4
1290688051304378368,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,4,2
1384237790343299072,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,4
1329131894282219520,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1337175708586663936,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,4,4
1266129458110423040,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,4,4
1327983628161347584,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1349405479194271744,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,4
1342812630474514432,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1333971908484882432,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,0
1285770821584093184,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1352781976168615936,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,4
1346977418763005952,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1345184266330595328,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1336992658586210304,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1270086686366711808,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,4
1343725765251100672,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1347817166003789824,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,4
1274177329061933056,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,3
1349651316654661632,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,3,4
1348281832375152640,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1257727831758516224,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,4,4
1265927948617613312,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1334043186746904576,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1317000460004282368,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1347770188708671488,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,4
1360803496468045824,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1382029452083798016,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1349501241332785152,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,4
1349032418439663616,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,4,1
1349899823244304384,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1348055162116591616,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1349409670235107328,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1348157886447243264,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,4
1342209628856328192,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1356428940609421312,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,4
1322522049047367680,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1286110379106537472,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,4,2
1354835929484169216,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1358868537712943104,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1345135003357777920,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1322044065928523776,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1319726787874623488,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1349912338497896448,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1323314151460990976,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1378965726808190976,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,4,4
1349224730180677632,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1331962683042779136,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1294444758379769856,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,4
1309329843457126400,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1347102486201393152,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1326358255048790016,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1321192079079493632,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1353784887464005632,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1305228921072357376,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,3,4
1317447597112655872,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,0
1332668090325237760,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,0
1266186504658989056,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1258882814054891520,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1354750718314487808,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,4
1348074761591652352,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1346977436538433536,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1357916774851874816,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1323648292824166400,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,4
1343963005583843328,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1344069038285058048,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1349076668351131648,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1351907691816509440,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,1,1
1348270144531869696,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
1375626755915067392,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,4
1344299056839979008,Llama-2-70b-chat-hf___ds_1_task_5_sample_250_epochs_3_prompt_max_len_4096_batch_size_4_grad_acc_2_temp_0_05,0,0
